shop_id,name,website,myshopify_domain,categories,commission,cookie,payout_rate,payout_period,approval_rate,offer_score,recommend_score,avg_order_value,application_review,offer_status,program_id,mkp_listing_id,apply_url,hashtags,shop_plan
49499,UV CAN SANITIZE,https://uv-can.com,uv-can11.myshopify.com,"Beauty & Health, Home & Tools, Computers & Office",10% per order,30,100%,,61.19%,0.94,1.15,0,manual,2,55594,10313,https://af.uppromote.com/uv-can/register,[],Free
178688,UWELUCK,https://www.uweluck.com,kgzx7d-ya.myshopify.com,"Fashion, Jewelry & Accessories, Sports & Entertainment",30% per order,30,No data yet,,92.59%,0.92,,0,auto,2,203724,33998,https://af.uppromote.com/member/register,"[""#crystal"", ""#jewelry"", ""#Ornaments""]",Free
81909,UZE,https://uze.tech,boldbyuze.myshopify.com,"Electronics, Others",15% per order,45,25%,,52.59%,1.54,1.89,60.2,manual,2,93809,19810,https://af.uppromote.com/boldbyuze/register,"[""""]",Free
134102,Ubari,https://ubari.us,shopubari.myshopify.com,Fashion,15% per order,30,0%,,25%,0.82,0.92,0,manual,2,151723,28564,https://af.uppromote.com/shopubari/register,"[""""]",Free
281998,Uchie Relax,https://uchie.com,91apkb-81.myshopify.com,"Food, Beverages & Tobacco",13% per order,30,No data yet,1st of each month,14.29%,,,30.2,manual,2,334483,40413,https://af.uppromote.com/91apkb-81/register,"[""""]",growth_affiliate
31956,Ukunili Ukulele Malaysia,https://www.ukuniliukulele.com,ukunili2u.myshopify.com,Toys & Hobbies,10% per order,30,85.51%,,45.45%,0.8,0.82,220.43,manual,2,34811,4674,https://af.uppromote.com/ukunili2u/register,[],Free
123725,Ulamps,https://ulamps.com,bcae4c.myshopify.com,Home & Tools,10% per order,30,0%,,93.02%,1.87,2.36,1566.3,manual,2,140286,27649,https://af.uppromote.com/bcae4c/register,"[""""]",Free
163007,Ulefone,https://ulefone.nl,8c0bd0-ab.myshopify.com,"Phone & Telecommunication, Garden & Outdoors, Home & Tools",5% per order,30,0%,,97.08%,1.69,1.77,302.45,manual,2,185405,31700,https://af.uppromote.com/Ulefone/register,"[""""]",Free
204106,Ulike DE,https://de.ulike.com,ulikegerman.myshopify.com,"Beauty & Health, Home & Tools",10% per order,30,75.21%,25th to 30th of each month,82.11%,3.79,5.04,307.79,manual,2,234332,35613,https://af.uppromote.com/ulikegerman/register,"[""""]",Professional
207978,Ulike FR,https://fr.ulike.com,ulikefr.myshopify.com,"Beauty & Health, Fashion, Home & Tools",10% per order,15,100%,25th to 30th of each month,79.87%,3.22,5.47,344.73,manual,2,239259,35605,https://af.uppromote.com/ulikefr/register,"[""""]",Professional
113377,Ulike UK Shop,https://uk.ulike.com/,ulikeunitedkingdom.myshopify.com,"Beauty & Health, Home & Tools, Fashion",10% per order,15,18.75%,25th to 30th of each month,84.29%,3.94,6.23,259.27,manual,2,237664,35921,https://glow-partner.ulike.com/ulikeunitedkingdom/register,"[""""]",Professional
61142,UltimViva Fishing Tackle,https://www.ultimviva.com,ultimviva.myshopify.com,Sports & Entertainment,15% per order,30,No data yet,,18.52%,0.77,0.79,0,manual,2,68993,13947,https://af.uppromote.com/ultimviva/register,[],Free
153989,Ultimate Game Wear,https://ultimategamewear.com,6ed067-3.myshopify.com,Others,15% per order,30,No data yet,,36.36%,,,,manual,2,175110,30655,https://af.uppromote.com/6ed067-3/register,"[""""]",Free
51601,Ultimate Survival Tips,https://ultimatesurvivaltips.com,tinysurvival.myshopify.com,"Sports & Entertainment, Home & Tools, Garden & Outdoors",0% per order,30,No data yet,,5.08%,1.4,1.4,63.7,manual,2,57688,10704,https://af.uppromote.com/tinysurvival/register,[],Free
205876,UltimateHomeEssentials,http://www.Ultimatehomeessentials.com,q16gq4-nn.myshopify.com,"Garden & Outdoors, Home & Tools",10% per order,30,No data yet,,14.29%,0.97,,,manual,2,236558,35733,https://af.uppromote.com/q16gq4-nn/register,"[""""]",growth_affiliate
273428,Ultra Cool Tech,https://ultracool.tech,mjr05u-0p.myshopify.com,Sporting Goods,12% per order,30,0%,Payout period 25th of each month.,90%,,,114.26,manual,2,323519,40096,https://af.uppromote.com/mjr05u-0p/register,"[""#ultracooltech"", ""#activecooling"", ""#coolerisfaster"", ""#coolingwatts""]",growth_affiliate
88638,UltraFlex® Mattress,https://ultraflexmattress.com,ultraflexmattress.myshopify.com,Home & Tools,10% per order,60,0.8%,Monthly,99.61%,2.39,2.77,403.01,auto,2,101223,21378,https://af.uppromote.com/ultraflexmattress/register,"[""#mattress"", ""#sleep"", ""#home"", ""#deor"", ""#furniture"", ""#bedding"", ""#bed"", ""#canada"", ""#beauty""]",growth_affiliate
181483,Umasqu (International),https://www.umasqu.com,urbanmask.myshopify.com,"Home & Tools, Art",15% per order,30,No data yet,,11.11%,0.77,1,217.5,manual,2,206871,33778,https://af.uppromote.com/umasqu/register,"[""""]",Free
33625,Umbrella Arcades,https://www.umbrellaarcades.com,umbrellagaming.myshopify.com,"Toys & Hobbies, Electronics, Gaming",10% per order,30,0%,,61.59%,1.81,2.35,869,manual,2,36681,5151,https://af.uppromote.com/umbrellagaming/register,"[""#decor"", ""#modern"", ""#gaming"", ""#retro""]",Free
79355,Un Lieu de Lumière - cours à distance en ligne de soins énergétiques,https://www.unlieudelumiere.com/,un-lieu-de-lumiere.myshopify.com,"Beauty & Health, Books, Others",15% per order,30,79.33%,,81.38%,2.16,2.68,17.99,manual,2,90957,19192,https://affiliation.unlieudelumiere.com/un-lieu-de-lumiere/register,[],Professional
204013,Unanimous.ch,https://www.unanimous.ch,shopfurkevin.myshopify.com,"Sports & Entertainment, Fashion, Others",10% per order,30,0%,1st of each month,75%,1.8399999999999999,1.93,86.93,manual,2,234207,35301,https://af.uppromote.com/unanimous/register,"[""""]",growth_affiliate
204932,Unbroken,https://wearunbroken.myshopify.com,qshwxf-gi.myshopify.com,Fashion,15% per order,30,No data yet,,52.94%,0.9,,,manual,2,235390,35367,https://af.uppromote.com/qshwxf-gi/register,"[""""]",Free
54377,Uncover Creations,https://uncovercreations.com,uncover-creations.myshopify.com,Others,20% per order,30,97.35%,,22.78%,2.54,3,113.95,manual,2,60842,12064,https://af.uppromote.com/UncoverCreations/register,"[""""]",Free
109771,Uncovered Cases,https://uncoveredcases.com,uncovered-cases.myshopify.com,"Fashion, Phone & Telecommunication",12%-20% per order,30,No data yet,,11.76%,1,1.05,0,manual,2,124661,35696,https://af.uppromote.com/uncovered-cases/register,"[""""]",Free
200058,Underdog Press,https://theunderdogpress.com,underdog-press.myshopify.com,Books,15% per order,30,No data yet,,100%,0.9,1.04,19.8,manual,2,229067,34938,https://af.uppromote.com/underdog-press/register,"[""""]",Free
131096,Underdoggie Treats,https://underdoggietreats.com,759884-4.myshopify.com,Pet supplies,10% per order,30,No data yet,,41.18%,0.82,,,manual,2,148356,28294,https://af.uppromote.com/759884-4/register,"[""""]",Free
94378,Unfold,https://unfoldtrips.com,unfoldtrips.myshopify.com,"Beauty & Health, Sports & Entertainment, Art",15% per order,30,0%,,37.93%,0.94,1.24,54.5,manual,2,107702,22518,https://af.uppromote.com/unfold/register,"[""""]",Free
247196,Unhinged,https://alwaysunhinged.com,6b6e61-5f.myshopify.com,"Food, Beverages & Tobacco",15% per order,30,8.33%,1st of each month,42.86%,1.74,2.05,24.2,manual,2,288925,37814,https://af.uppromote.com/6b6e61-5f/register,"[""""]",Professional
57838,Uni and Nori,https://uniandnorishop.com,uniandnori.myshopify.com,"Fashion, Pet supplies",12% per order,45,33.33%,,84.62%,0.95,0.95,57.1,auto,2,65010,12744,https://af.uppromote.com/uniandnori/register,[],Free
56285,Unicone Art,https://www.unicone-art.com,unicone-art.myshopify.com,Art,5% per order,30,29.75%,,69.39%,1.24,1.49,221.4,manual,2,63159,12209,https://af.uppromote.com/unicone-art/register,[],growth_affiliate
55072,Unicorn Hunters Club,https://unicornhunters.club,unicorn-hunters-club.myshopify.com,"Sports & Entertainment, Others",10% per order,30,100%,,90.7%,2.36,2.5,301.3,manual,2,61678,12004,https://af.uppromote.com/unicorn-hunters-club/register,[],growth_affiliate
256822,Unicorn Tears Skincare,https://getunicorntears.com,tciidp-au.myshopify.com,Health & Beauty,15% per order,30,83.33%,Quarterly on the 15th of every month.,97.14%,1.9100000000000001,2.94,34.8,manual,2,305282,38731,https://af.uppromote.com/getunicorntears/register,"[""#getunicorntears"", ""#magicineverydrop"", ""#naturallyderivedingredients"", ""#chemicalfreeskincare"", ""#toxinfreeskincare"", ""#skincarewithabirthdate"", ""#smallbatchskincare""]",Professional
56928,Unihertz,https://www.unihertz.com,unihertz-shop.myshopify.com,Phone & Telecommunication,2% per order,30,79.67%,,31.51%,2.42,3.24,383.8,manual,2,63928,12520,https://af.uppromote.com/unihertz/register,"[""""]",Free
115642,Unihorn Official Store,https://unihornofficial.com,7a038f-2.myshopify.com,Beauty & Health,15% per order,30,100%,,81.54%,2.04,2.86,65.63,manual,2,157964,31715,https://af.uppromote.com/7a038f-2/register,"[""#lifestyle"", ""#unihorn"", ""#wellness"", ""#selflove"", ""#selfcare"", ""#womenshealth"", ""#sexualwellness""]",Free
101171,Uniklook,https://uniklook.com,uniklookstore.myshopify.com,"Jewelry & Accessories, Pet supplies, Mom & Kids",10% per order,60,60%,within 5 business days,92.59%,1.27,1.59,40.83,manual,2,114995,23900,https://af.uppromote.com/uniklook/register,"[""#baby#mom#momlife#vegan#veganlife#veganmom#pet#dogs#changing"", "" pad#beachblanket#newmom#momtobe#newproduct#leather""]",Free
74394,Unique ,https://uniqueshopus.com,uniquewirelessproduct.myshopify.com,"Sports & Entertainment, Home & Tools, Others",15% per order,30,No data yet,,30.77%,0.85,0.85,0,manual,2,85194,17934,https://af.uppromote.com/uniquewirelessproduct/register,[],Free
180665,Unique Buds,https://uniquebuds.co.uk,38833b-19.myshopify.com,"Phone & Telecommunication, Electronics",£2.50 per item,30,No data yet,,100%,1.27,1.42,14.06,auto,2,205957,33698,https://af.uppromote.com/Uniquebudsaffiliates/register,"[""#wireless"", ""#Bluetooth"", ""#Earbuds"", ""#Earphones"", ""#Headphones"", ""#Airpods""]",Free
92625,Unique Designs UK,https://uniquedesignsuk.com,unique-designs-uk.myshopify.com,Fashion,10% per order,30,No data yet,,30.77%,0.75,,12.7,manual,2,105746,22201,https://af.uppromote.com/unique-designs-uk/register,"[""""]",Free
178207,Unique Gardener,https://uniquegardener.com,6b3e2e.myshopify.com,"Garden & Outdoors, Toys & Hobbies, Home & Tools",10% per order,30,75%,The 10th of each month,100%,2.82,4,25.6,manual,2,203096,33471,https://af.uppromote.com/6b3e2e/register,"[""#terrarium"", ""#terrariums"", ""#Seed"", ""#seeds"", ""#seedstarting"", ""#venusflytraps"", ""#seedstartingkits"", ""#stem"", ""#kidsgardening""]",Free
101240,Unique Wishes Dance Greetings,https://uniquewishes.shop,uniquewishesvideo.myshopify.com,"Sports & Entertainment, Toys & Hobbies, Others",1% per order,3,39.96%,,76.47%,2.56,2.92,22.5,manual,2,115073,23921,https://af.uppromote.com/uniquewishesvideo/register,"[""""]",Free
69756,UniqueHeat®,https://uniqueheat.com,unique-heat-next-generation.myshopify.com,"Beauty & Health, Home & Tools, Mom & Kids",5% per order,30,No data yet,,0%,0.9,1.08,0,manual,2,79404,18619,https://af.uppromote.com/UniqueHeat/register,[],Professional
51946,Uniquely Tamed Hair™,https://www.uniquelytamed.com,uniquely-tamed-hair.myshopify.com,"Beauty & Health, Others",15% per order,30,No data yet,,92.78%,0.97,,,manual,2,58064,10832,https://af.uppromote.com/uniquely-tamed-hair/register,[],Free
34280,UnisonDiamonds,https://7pmhome.com,apbeam.myshopify.com,"Home & Tools, Computers & Office, Others",8% per order,30,No data yet,,25.58%,0.77,0.77,0,manual,2,37448,5387,https://af.uppromote.com/7pmhome/register,[],Free
197430,United Alpaca,https://unitedalpaca.com,942325-92.myshopify.com,Fashion,10% per order,30,No data yet,,8.33%,0.7,0.77,0,manual,2,225589,34659,https://af.uppromote.com/942325-92/register,"[""#sustainable"", ""#fairtrade""]",Free
84497,Universal Fate ,https://universalfate.com,universal-fate.myshopify.com,"Jewelry & Accessories, Home & Tools, Books",15% per order,30,No data yet,,82.35%,0.92,,,manual,2,96736,23479,https://af.uppromote.com/universal-fate/register,"[""#crystals"", "" #universalfate""]",Free
9624,Universe In The Clouds,https://universeintheclouds.com,universe-in-the-clouds11.myshopify.com,Fashion,10% per order,30,No data yet,,37.25%,0.82,0.82,0,manual,2,10334,2508,https://af.uppromote.com/universe-in-the-clouds11/register,[],Free
152044,Universe of Comfort,https://www.universeofcomfort.com,a52e8b-28.myshopify.com,Home & Tools,$125.00 per order,7,No data yet,,59.43%,1.22,1.45,4199,manual,2,172742,30440,https://af.uppromote.com/UniverseOfComfort/register,"[""#saunas"", ""#biohacking"", ""#heat""]",Free
175849,Universo Praza,https://universopraza.com,c78ca1-b3.myshopify.com,Jewelry & Accessories,10% per order,30,No data yet,,50%,,,,manual,2,200265,33216,https://af.uppromote.com/c78ca1-b3/register,"[""""]",Free
137566,Unleash Your Brain Potential,https://unleashbrainpotential.com,02ef4d-3.myshopify.com,"Beauty & Health, Others",33% per order,30,No data yet,,12.5%,,,,manual,2,155699,28985,https://af.uppromote.com/unleashbrainpotential/register,"[""""]",Free
172362,Unoriginal Coffee Co.,https://unoriginalcoffeeco.com,c19f29-25.myshopify.com,Grocery & Food,30% per order,30,No data yet,,0%,0.85,,,manual,2,196117,32805,https://af.uppromote.com/c19f29-25/register,"[""""]",Free
53920,Unrefined Riches,https://unrefinedriches.com,unrefined-riches.myshopify.com,Beauty & Health,8% per order,30,97.88%,,10.71%,1.22,1.57,39.43,manual,2,60296,11533,https://af.uppromote.com/unrefined-riches/register,[],Free
160280,Unvandal,https://unvandal.com,a7323a-2d.myshopify.com,Fashion,10% per order,30,No data yet,,54.55%,,,,manual,2,182275,31493,https://af.uppromote.com/a7323a-2d/register,"[""#fashion"", ""#urbex"", ""#streetwear""]",Free
113715,Unystar,https://unystar.com,unystar-2.myshopify.com,"Fashion, Beauty & Health, Mom & Kids",10% per order,30,No data yet,,100%,0.92,1.2,30.8,auto,2,130197,26764,https://af.uppromote.com/unystar-2/register,"[""#dress"", ""#sneakers"", ""#hoodie"", ""#suit"", ""#homedecor"", ""#fasion"", ""#beauty"", ""#lingeries"", ""#coat"", ""#jacket"", ""#laggage"", ""#nike"", ""#sweatshirt""]",Free
78386,UpNourish,https://upnourishbrand.com,healthappiness.myshopify.com,Beauty & Health,15% per order,30,96.72%,Biweekly on Friday,99.08%,4.11,6.33,36.1,auto,2,89892,27951,https://aff.upnourishbrand.com/upnourish/register,"[""""]",Professional
9384,UpSmiles,https://smilestudios.com,smilestudios.myshopify.com,Others,10% per order,30,No data yet,,0%,0.77,0.79,0,manual,2,10120,236,https://af.uppromote.com/smilestudios/register,[],Free
63247,Upavim Crafts,https://upavimcrafts.org,upavimcrafts.myshopify.com,"Mom & Kids, Art, Jewelry & Accessories",10% per order,30,100%,,17.24%,1.56,2.31,38.1,manual,2,71629,27648,https://af.uppromote.com/upavimcrafts/register,"[""""]",Free
53782,Upblend Outdoors,https://upblendoutdoors.com,upblendoutdoors.myshopify.com,Garden & Outdoors,15% per order,30,No data yet,,15.38%,1.37,1.37,45.7,manual,2,60133,11350,https://af.uppromote.com/upblendoutdoors/register,[],Free
237022,Upcycle Dog,https://upcycledog.com,vf7m01-qa.myshopify.com,Animals & Pet Supplies,15% per order,45,100%,payouts will be issued 1st of each month.,56.25%,0.97,1.07,0,manual,2,276415,36912,https://af.uppromote.com/vf7m01-qa/register,"[""""]",growth_affiliate
29686,Uplevel Athletics,https://www.uplevelathletics.com,uplevelathletics.myshopify.com,"Fashion, Beauty & Health, Sports & Entertainment",20% per order,30,No data yet,,16.67%,0.8,0.96,70.2,manual,2,32289,4019,https://af.uppromote.com/uplevelathletics/register,[],Free
198532,Upper Level Aesthetics,https://vvbkzm-xm.myshopify.com,vvbkzm-xm.myshopify.com,"Fashion, Books",10% per order,30,No data yet,,100%,1.37,,,auto,2,227018,34783,https://af.uppromote.com/vvbkzm-xm/register,"[""""]",Professional
44977,Uprise Nutrition,https://www.uprisenutrition.com,uprise-nutrition.myshopify.com,"Beauty & Health, Others",10% per order,90,No data yet,,88.13%,1.12,1.41,109,manual,2,49949,8798,https://af.uppromote.com/uprise-nutrition/register,[],Free
37099,Upside Hangover Jelly,https://enjoyupside.com,enjoyupside.myshopify.com,"Beauty & Health, Grocery & Food",20% per order,30,39.39%,,98.58%,2.6,3.17,189.9,auto,2,40661,6191,https://af.uppromote.com/enjoyupside/register,[],Professional
40186,UrGear,https://www.urgear.in,urgearfashion.myshopify.com,Fashion,15% per order,30,No data yet,,11.63%,0.9,,,manual,2,44323,7119,https://af.uppromote.com/urgearfashion/register,[],Free
259939,Urban Aura,https://urbanauranl.myshopify.com,qkwhd6-tv.myshopify.com,Apparel & Accessories,10% per order,30,No data yet,within 30 days,33.33%,1.12,1.23,0,manual,2,305034,38704,https://af.uppromote.com/qkwhd6-tv/register,"[""""]",growth_affiliate
181286,Urban Pelle,https://urbanpelle.com,af88db.myshopify.com,Fashion,15%-20% per order,30,No data yet,,25%,0.75,,,manual,2,206644,33767,https://af.uppromote.com/urbanpelle/register,"[""""]",Free
195398,Urban Skinn,https://www.urbanskinn.com,ixhaax-jf.myshopify.com,"Fashion, Beauty & Health",10% per order,30,No data yet,30 Days,92.86%,1.1,1.43,0,auto,2,222973,36485,https://af.uppromote.com/ixhaax-jf/register,"[""""]",Free
61210,Urban Tails Pet Boutique,https://www.urbantailspetboutique.com,barksvale-pet-boutique.myshopify.com,Pet supplies,10% per order,30,100%,,50.75%,1.1,1.17,30,manual,2,69081,14004,https://af.uppromote.com/urban-tails-pet-boutique/register,[],Free
198010,Urban Trend Fashion,https://theurbantrendcollective.myshopify.com,j20jj6-eb.myshopify.com,"Fashion, Jewelry & Accessories",CA$5.00 per order,30,No data yet,,94.44%,1.07,,,auto,2,226306,34724,https://af.uppromote.com/j20jj6-eb/register,"[""#womensclothing"", ""#womensfashion"", ""#onlinestore"", ""#shopify""]",Free
254170,UrbanCartel,https://urbancartel-2811.myshopify.com,vyds0f-dr.myshopify.com,"Electronics, Health & Beauty, Home & Garden",£9.99 per order,30,No data yet,when ever a product gets sold to begin with then it will change to how many products you sell monthly,0%,0.97,1.26,0,manual,2,297597,38229,https://af.uppromote.com/vyds0f-dr/register,"[""""]",Professional
265140,Urbane Riot,https://urbanova-388.myshopify.com,z1ibkc-nm.myshopify.com,Apparel & Accessories,12% per order,30,No data yet,1st of each month,0%,1.1,1.22,0,manual,2,313077,39183,https://af.uppromote.com/z1ibkc-nm/register,"[""""]",Professional
99382,Urbanstaroma,https://www.urbanstaroma.com,urbanstaroma.myshopify.com,"Fashion, Beauty & Health, Sports & Entertainment",7% per order,30,99.38%,,8.82%,2.92,4.7,135.51,manual,2,113114,23518,https://af.uppromote.com/urbanstaroma/register,"[""#streetwear"", "" #sneakers"", ""#stoneisland"", "" #cpcompany"", "" #nike"", ""#salomon"", ""#adidas"", ""#norda"", ""#clothing"", ""#apparel"", ""#mm6"", ""#casual"", ""#streetfashion"", ""#undercover"", ""#beams"", ""#fce"", ""#eastpak""]",Professional
143533,Urns For Angels,https://www.urnsforangels.com,urns-for-angels.myshopify.com,Home & Tools,10% per order,60,78.26%,,7.44%,2.34,2.76,202.66,manual,2,162744,29622,https://af.uppromote.com/urns-for-angels/register,"[""""]",Free
161380,Utensils For Kitchen,https://www.utensilsforkitchen.com,utensilsforkitchen.myshopify.com,Home & Tools,10% per order,30,No data yet,,14.63%,1.6400000000000001,1.87,39.73,manual,2,183570,31531,https://af.uppromote.com/utensilsforkitchen/register,"[""""]",Free
191691,Uzinagaz CBD,https://uzinagazcbd.fr,02dc5e-34.myshopify.com,"Beauty & Health, Others",0% per order,30,No data yet,,66.67%,0.75,,,manual,2,218053,34140,https://af.uppromote.com/02dc5e-34/register,"[""""]",Free
122737,V House Merch,https://vhousemerch.com,v-house-merch.myshopify.com,"Fashion, Others",10% per order,30,No data yet,,41.18%,0.75,0.82,0,manual,2,139159,27559,https://af.uppromote.com/v-house-merch/register,"[""""]",Free
49023,V-Station Store,https://v-stationstore.com,v-station-store.myshopify.com,Others,10% per order,30,No data yet,,22.86%,0.8,0.8,0,manual,2,54687,9887,https://af.uppromote.com/v-station-store/register,[],Free
96353,VALI CALI,https://www.valicali.com,vali-cali.myshopify.com,Fashion,10% per order,30,100%,,36.21%,1.09,1.41,42.1,manual,2,109870,22911,https://af.uppromote.com/vali-cali/register,"[""#fishermanbeanie"", ""#minibeanie"", ""#microbeanie"", ""#shortcuffbeanie""]",Free
22530,VANCY,https://vancyjewels.com/,rodyprueba.myshopify.com,Pet supplies,10% per order,365,0%,,15.79%,0.72,0.72,0,manual,2,24037,2181,https://af.uppromote.com/vancy/register,[],Free
84323,VANIL A BEAN,https://www.vanilabean.net,vanil-a-bean.myshopify.com,"Beauty & Health, Grocery & Food",20% per order,30,0%,,43.75%,1.37,1.77,34.1,manual,2,96523,20409,https://af.uppromote.com/vanil-a-bean/register,[],Free
140165,VASSILISA,https://www.vassilisa.com,vassilisa.myshopify.com,Fashion,10% per order,365,No data yet,,3.85%,0.9,1.01,0,manual,2,158785,29242,https://af.uppromote.com/vassilisa/register,"[""""]",Free
52337,VAST,https://wearvast.com,wearvast721.myshopify.com,"Fashion, Beauty & Health, Mom & Kids",20% per order,30,12.5%,,46.43%,1.32,1.7,205,manual,2,58507,10955,https://af.uppromote.com/wearvast/register,[],Free
85904,VAUCLUSE,https://vauclusefragrance.com,muse-hk.myshopify.com,"Beauty & Health, Home & Tools",20% per order,30,26.32%,,99.48%,3.11,4.14,360.66,auto,2,98299,20766,https://af.uppromote.com/vaucluse/register,"[""#vaucluse"", "" #vauclusefragrance"", ""#fragrance "", ""#perfume "", ""#parfum "", ""#scent "", ""#scentedcandles "", ""#candles "", ""#soycandles "", ""#candlelover "", ""#soywaxcandles "", ""#handpouredcandles "", ""#luxurycandles "", ""#reeddiffuser "", ""#homefragrance "", ""#reeddiffusers "", ""#gift "", ""#essentialoils "", ""#giftideas "", ""#scents "", ""#scenteddiffusers "", ""#fragrancediffuser "", ""#homediffuser"", ""#diffuser "", ""#cardiffuser "", ""#electricdiffuser "", ""#carfragrancediffuser "", ""#candlecare "", ""#candletips "", ""#candleshop "", ""#candlecaretips "", ""#candlelove""]",Free
102259,VDripLA,https://vdripla.com,vdripla.myshopify.com,Beauty & Health,50% per order,30,No data yet,,88.68%,1.07,1.43,0,auto,2,116186,24158,https://af.uppromote.com/vdripla/register,"[""""]",Professional
176903,VEGAIN,https://vegain.ca,edan-3997.myshopify.com,"Beauty & Health, Grocery & Food",5% per order,14,No data yet,,10%,1.69,2.37,82.9,manual,2,201550,33328,https://af.uppromote.com/VEGAIN/register,"[""#VEGAIN""]",Free
276089,VEIKK,https://veikk.com,0anfkx-sf.myshopify.com,Electronics,5% per order,30,0%,Commissions are paid on the 15th of every month for the previous month's approved sales.,83.33%,,,58.4,manual,2,326848,40059,https://af.uppromote.com/veikk/register,"[""""]",Professional
245569,VELOURS KHALIJI,https://velourskhaliji.com,pdqg8d-5c.myshopify.com,Health & Beauty,20% per order,30,No data yet,"Velours Khaliji is inspired by a camel farmer found in the dark red desert, a founder shaped by patience, focus, and silence. This fragrance carries that disciplined energy, created for those who move quietly, think long term, and build wealth",0%,0.77,0.96,0,manual,2,286916,37435,https://af.uppromote.com/pdqg8d-5c/register,"[""""]",growth_affiliate
54815,VELOWAVE,https://www.velowavebikes.com/,velowavebike.myshopify.com,Automobiles & Motorcycles,9% per order,1,68.6%,,96.97%,3.9,5.93,205.2,manual,2,61367,34727,https://af.uppromote.com/velowavebike/register,"[""""]",growth_affiliate
201859,VENQUE,https://www.venque.com,venque-craft-co.myshopify.com,Fashion,15% per order,30,0%,,49.33%,2.18,2.68,94.5,manual,2,231349,35113,https://af.uppromote.com/venque-craft-co/register,"[""""]",Free
247404,VERIONE,https://verione.in,7610i2-d2.myshopify.com,Apparel & Accessories,20% per order,30,No data yet,"Commission Rate: 20%

Payout Period: Monthly

Cookie Duration: 30 days",20%,1.25,1.31,0,manual,2,289165,37589,https://af.uppromote.com/verione/register,"[""#iphone"", ""#phonecase"", ""#phonecases"", ""#iphonecase"", ""#iphonecases"", ""#androidcase"", ""#mobilecase"", ""#mobileaccessories"", ""#phoneaccessories"", ""#customphonecase"", ""#designerphonecase"", ""#minimaldesign"", ""#bolddesign"", ""#monochromestyle"", ""#blackandwhiteaesthetic"", ""#graphicdesign"", ""#modernstyle"", ""#premiumdesign"", ""#cleanaesthetic"", ""#luxuryaesthetic"", ""#onlineshopping"", ""#shoponline"", ""#supportsmallbusiness"", ""#indianbrand"", ""#madeinindia"", ""#startupindia"", ""#smallbusinessindia"", ""#indianstartup"", ""#verione"", ""#premiumbrand"", ""#reelsindia"", ""#instareels"", ""#trendingreels"", ""#explorepage"", ""#streetluxury"", ""#cleanlook"", ""#verionecases"", ""#shopverione"", ""#luxuryaccessories"", ""#viralreels"", ""#instagood""]",Enterprise
282302,VEROSHAPE,https://veroshape.com,0z80qv-pb.myshopify.com,"Apparel & Accessories, Uncategorized",10% per order,60,No data yet,"Referral orders appear in your dashboard as soon as they are tracked. Commissions are validated 60 days after the order date and paid monthly by bank transfer on the next payout date, normally the 15th. The minimum payout is $50, and smaller balances auto",82.61%,,,50.9,manual,2,334853,40440,https://af.uppromote.com/veroshape/register,"[""#mensshapewear"", ""#compressiontanktop"", ""#compressionwear"", ""#mensstyle"", ""#bodyconfidence"", ""#undershirt"", ""#puffynipples"", ""#moobs"", ""#manfashion"", ""#plussizemen"", ""#men"", ""#bigandtallmen"", ""#gynecomastia""]",growth_affiliate
48436,VERÓNIKA PAGÁN ,https://veronikapagan.com,veronika-pagan-online.myshopify.com,Fashion,10% per order,90,27.27%,,30.95%,1.12,1.12,96.3,manual,2,54000,9697,https://af.uppromote.com/veronika-pagan/register,[],Free
36045,VF Engineering ,https://vfengineering.com,vf-engineering-store.myshopify.com,"Automobiles & Motorcycles, Software & Digital products",10% per order,30,No data yet,,0.79%,1.3,1.56,2996.3,manual,2,39447,5894,https://af.uppromote.com/vf-engineering-store/register,[],Free
107060,VGR Australia,https://vgr.net.au,2aed90.myshopify.com,"Fashion, Beauty & Health, Others",10% per order,30,No data yet,,4.76%,0.92,,86.55,manual,2,121623,25227,https://af.uppromote.com/vgraustralia/register,"[""""]",Free
161271,VI NAILS,https://vinails.ca,149ffd-ba.myshopify.com,Beauty & Health,CA$5.00 per order,30,0%,,41.67%,1,,,manual,2,183403,31516,https://af.uppromote.com/149ffd-ba/register,"[""""]",Free
45077,VIDEO EDITOR STUDIO,https://videoeditorstudio.com/collections/all,videoeditorstudio.myshopify.com,"Computers & Office, Software & Digital products, Others",20% per order,14,67.69%,,19.15%,1.67,1.74,108.6,manual,2,50077,8722,https://af.uppromote.com/videoeditorstudio/register,[],Free
73269,VIDUCCI,https://www.viducci.com,nick-5614.myshopify.com,"Fashion, Jewelry & Accessories",10% per order,2,No data yet,,57.14%,1.04,1.04,218.5,manual,2,83817,17608,https://af.uppromote.com/viducci/register,[],Free
181413,VIGOROUS,https://vigorous.company,6stqz0-1p.myshopify.com,Electronics,9% per order,30,No data yet,,11.11%,0.7,0.74,0,manual,2,206793,33773,https://af.uppromote.com/6stqz0-1p/register,"[""""]",Free
59649,VILO Wooden Eyewear | Australia,https://vilo.com.au,vilo-eyewear.myshopify.com,Fashion,15% per order,30,No data yet,,0%,0.84,0.84,140.97,manual,2,67232,13389,https://af.uppromote.com/vilo-eyewear/register,[],Free
